City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,san luis de la loma,17.2706,-100.8939,28.55,60,30,2.48,MX,1707326931
366,grevena,40.0845,21.4274,10.56,62,100,2.34,GR,1707326931
367,alpena,45.0617,-83.4327,8.14,72,0,2.06,US,1707326932
368,lautoka,-17.6167,177.4667,24.92,88,75,2.57,FJ,1707326933
369,carutapera,-1.195,-46.02,31.01,62,96,5.06,BR,1707326933
370,guerrero negro,27.9769,-114.0611,16.72,53,2,7.24,MX,1707326934
371,mangrol,21.1167,70.1167,23.45,51,31,5.75,IN,1707326935
372,gerash,27.6652,54.1371,11.08,32,0,2.31,IR,1707326936
373,yamada,39.4667,141.95,-0.76,83,35,1.81,JP,1707326937
374,castro,-24.7911,-50.0119,31.65,31,39,4.47,BR,1707326937
375,pedra azul,-16.0053,-41.2972,31.91,39,48,1.24,BR,1707326938
376,dolbeau-mistassini,48.8763,-72.212,-9.74,94,100,1.51,CA,1707326939
377,ust-tsilma,65.441,52.1498,-19.93,98,100,2.55,RU,1707326940
378,arno,60.1167,18.6333,-4.01,71,100,1.27,SE,1707326941
379,tezu,27.9167,96.1667,13.44,55,15,2.32,IN,1707326941
380,chonchi,-42.6128,-73.8092,17.56,38,38,2.01,CL,1707326942
381,antsiranana,-12.2787,49.2917,26.16,85,79,2.74,MG,1707326943
382,kitimat,54.0524,-128.6534,-1.16,77,31,1.29,CA,1707326944
383,dali,25.7,100.1833,5.53,85,0,2.83,CN,1707326944
384,calama,-22.4667,-68.9333,24.27,41,0,9.77,CL,1707326830
385,paulden,34.8856,-112.4682,4.25,89,98,1.79,US,1707326946
386,sao miguel do guama,-1.6267,-47.4833,30.81,69,80,2.91,BR,1707326777
387,bayanhongor,46.7167,100.1167,-26.02,74,24,1.64,MN,1707326947
388,laojunmiao,39.8333,97.7333,-7.4,55,0,1.13,CN,1707326948
389,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1707326949
390,kachug,53.9606,105.8817,-18.3,100,98,0.45,RU,1707326950
391,villamontes,-21.25,-63.5,35.69,46,40,0.0,BO,1707326768
392,poxoreo,-15.8372,-54.3892,30.9,54,83,2.7,BR,1707326951
393,malyye derbety,47.9547,44.6808,5.96,82,100,6.83,RU,1707326952
394,kirensk,57.7853,108.1119,-5.02,95,100,4.02,RU,1707326953
395,flin flon,54.7682,-101.865,-13.09,85,100,2.57,CA,1707326954
396,esmeraldas,-19.7625,-44.3139,30.17,70,100,2.12,BR,1707326954
397,palopo,-2.9996,120.1921,25.77,88,100,1.45,ID,1707326955
398,yanchep,-31.55,115.6833,24.23,33,0,3.6,AU,1707326956
399,cole harbour,44.6724,-63.4751,0.54,79,100,5.14,CA,1707326957
400,kyaikkami,16.08,97.5675,25.57,73,0,2.76,MM,1707326957
401,pont rouge,48.8833,-72.0825,-9.94,94,100,1.62,CA,1707326958
402,domanivka,47.6319,30.9885,10.3,58,12,6.6,UA,1707326959
403,beja,36.7256,9.1817,16.36,83,5,6.88,TN,1707326960
404,talnakh,69.4865,88.3972,-22.32,85,91,1.99,RU,1707326960
405,prince rupert,54.3161,-130.3201,1.83,93,100,4.63,CA,1707326711
406,kanel,15.4916,-13.1763,36.0,15,0,2.06,SN,1707326962
407,bethanie,-26.4833,17.15,31.66,19,91,5.98,NA,1707326963
408,dudinka,69.4058,86.1778,-22.15,98,94,1.93,RU,1707326964
409,mont-laurier,46.5501,-75.4993,-1.21,87,99,2.36,CA,1707326965
410,new norfolk,-42.7826,147.0587,15.72,93,72,0.62,AU,1707326966
411,bel ombre,-4.6167,55.4167,27.91,78,20,2.57,SC,1707326967
412,kayangel,8.0823,134.7173,27.14,75,98,8.82,PW,1707326967
413,lata,40.1629,-8.3327,17.73,67,91,3.48,PT,1707326968
414,boguchany,58.3814,97.4531,-15.08,100,87,0.89,RU,1707326969
415,trunovskoye,45.4878,42.1358,12.72,59,78,10.31,RU,1707326969
416,preobrazheniye,42.9019,133.9064,-7.59,57,0,2.75,RU,1707326970
417,ginir,7.1333,40.7,18.54,43,18,2.5,ET,1707326971
418,taoudenni,22.6783,-3.9836,26.56,8,5,4.98,ML,1707326973
419,byron bay,-28.65,153.6167,20.39,88,55,5.55,AU,1707326973
420,punta arenas,-53.15,-70.9167,13.06,50,40,16.98,CL,1707326854
421,tumayr,25.7039,45.868,14.15,24,0,3.77,SA,1707326975
422,tolanaro,-25.0319,46.9987,24.04,88,75,3.09,MG,1707326975
423,mil'kovo,55.6078,37.7956,-5.73,96,100,2.51,RU,1707326976
424,jishu,44.3167,126.8,-20.22,100,34,2.05,CN,1707326977
425,ternate,0.8,127.4,26.5,82,99,2.95,ID,1707326978
426,rondonopolis,-16.4708,-54.6356,35.73,39,98,2.15,BR,1707326978
427,alvear,-29.0968,-56.5504,34.61,42,32,1.31,AR,1707326979
428,devils lake,48.1128,-98.8651,-0.59,98,100,5.66,US,1707326980
429,san ignacio de velasco,-16.3667,-60.95,35.3,37,40,4.1,BO,1707326981
430,newcastle,-32.9272,151.7765,21.57,79,75,6.17,AU,1707326791
431,medina,24.4686,39.6142,24.24,16,0,6.69,SA,1707326683
432,kargasok,59.0556,80.8572,-6.69,97,100,3.13,RU,1707326983
433,illapel,-31.6308,-71.1653,30.31,45,0,4.26,CL,1707326886
434,petukhovo,55.0692,67.9019,-6.83,85,69,7.69,RU,1707326985
435,beira,-19.8436,34.8389,30.05,74,20,3.6,MZ,1707326985
436,alta,69.9689,23.2717,-14.41,66,75,5.14,NO,1707326986
437,polyarnyy,69.1989,33.4478,-23.2,100,86,3.2,RU,1707326987
438,selfoss,63.9331,-20.9971,-7.48,81,4,4.61,IS,1707326988
439,kanniyakumari,8.0833,77.5667,26.18,71,29,4.66,IN,1707326988
440,nizhniy ingash,56.2,96.53,-19.24,100,81,0.85,RU,1707326990
441,ippy,6.2679,21.2247,31.18,19,66,1.08,CF,1707326991
442,pozoblanco,38.3791,-4.8483,13.51,64,83,2.68,ES,1707326992
443,aripuana,-9.1667,-60.6333,36.03,41,40,1.18,BR,1707326993
444,puerto aysen,-45.4,-72.7,11.24,89,99,3.28,CL,1707326994
445,kindia,10.0569,-12.8658,36.08,11,42,1.07,GN,1707326995
446,skegness,53.1436,0.3363,5.75,80,100,1.7,GB,1707326995
447,sovetskoye,52.2861,85.4131,-4.62,89,54,2.31,RU,1707326996
448,etawa,24.1855,78.2031,16.29,37,81,4.52,IN,1707326997
449,saint-philippe,-21.3585,55.7679,26.77,88,93,5.73,RE,1707326998
450,kavaratti,10.5669,72.642,28.07,75,49,3.93,IN,1707326998
451,campoverde,-8.4753,-74.8058,28.83,74,78,2.1,PE,1707327000
452,zhangatas,43.5667,69.75,1.0,93,100,12.82,KZ,1707327001
453,artova,40.1158,36.3001,4.89,66,36,3.22,TR,1707327002
454,island harbour,50.724,-1.2758,7.34,95,100,1.42,GB,1707327003
455,pouso alegre,-22.23,-45.9364,27.09,64,100,1.19,BR,1707327004
456,bria,6.5423,21.9863,28.18,24,78,1.76,CF,1707327005
457,tubarjal,30.4999,38.216,13.72,50,0,2.56,SA,1707327006
458,cabo san lucas,22.8909,-109.9124,23.99,65,40,8.23,MX,1707326952
459,toliara,-23.35,43.6667,26.31,79,11,1.68,MG,1707327008
460,coahuayana de hidalgo,18.7,-103.6583,30.82,45,38,2.69,MX,1707327009
461,okhotsk,59.3833,143.3,-24.43,83,100,3.5,RU,1707327009
462,santa catalina,9.3337,122.8637,25.44,84,83,2.29,PH,1707327010
463,troitsk,54.0979,61.5773,-6.66,93,100,6.26,RU,1707327011
464,nikolayevsk-on-amure,53.1406,140.73,-23.01,99,73,1.27,RU,1707327012
465,melekeok village,7.4957,134.6367,27.31,83,75,3.6,PW,1707327012
466,crescent city,41.756,-124.2018,8.05,95,100,8.75,US,1707327013
467,sebin karahisar,40.2883,38.4236,-0.88,87,75,2.04,TR,1707327014
468,kuala belait,4.5833,114.1833,25.09,90,100,1.35,BN,1707327015
469,baltasi,56.3462,50.2062,-14.06,97,95,3.13,RU,1707327015
470,zabaykal'sk,49.6333,117.3167,-22.78,94,6,2.15,RU,1707327016
471,bryne,58.7354,5.6477,1.1,95,75,2.06,NO,1707327017
472,atherton,53.5237,-2.4935,5.72,76,100,0.88,GB,1707327018
473,kasongo,-4.45,26.6667,21.97,93,52,0.99,CD,1707327019
474,salat,37.84,40.8942,10.15,78,100,1.14,TR,1707327019
475,aldama,22.9167,-98.0667,23.22,43,6,4.95,MX,1707327020
476,tsumeb,-19.2333,17.7167,22.13,66,100,2.77,NA,1707327021
477,wotho,10.1657,166.0102,26.6,82,100,10.19,MH,1707327022
478,golfito,8.639,-83.166,31.24,57,11,2.41,CR,1707327023
479,biharamulo,-2.6319,31.3089,18.34,82,10,0.61,TZ,1707327024
480,siwa oasis,29.2041,25.5195,16.61,45,1,1.73,EG,1707327025
481,doctor alberto oviedo mota,32.2275,-115.1697,15.0,44,91,6.72,MX,1707327025
482,mhamid,29.82,-5.72,18.23,16,0,1.93,MA,1707327026
483,krivosheino,57.3431,83.9261,-8.5,92,99,2.69,RU,1707327027
484,berezovyy,51.6667,135.7,-18.34,99,100,0.28,RU,1707327028
485,palmer,42.1584,-72.3287,6.29,50,40,3.09,US,1707327030
486,sesheke,-17.4759,24.2968,21.22,84,85,2.48,ZM,1707327030
487,rongelap,11.1635,166.8941,26.28,82,97,9.56,MH,1707327031
488,necochea,-38.5473,-58.7368,28.04,61,100,5.65,AR,1707327033
489,saudarkrokur,65.7461,-19.6394,-7.44,75,61,2.41,IS,1707327034
490,manta,-0.95,-80.7333,28.88,83,75,6.71,EC,1707326789
491,dalaba,10.7,-12.25,29.47,12,40,2.89,GN,1707327036
492,port saint john's,-31.6229,29.5448,22.87,83,48,4.38,ZA,1707327037
493,aral,40.5156,81.2636,-1.1,62,100,3.74,CN,1707327037
494,lerwick,60.1545,-1.1494,2.0,56,60,6.84,GB,1707327038
495,greymouth,-42.4667,171.2,15.99,97,100,1.1,NZ,1707327039
496,caazapa,-26.15,-56.4,37.0,29,62,1.87,PY,1707327040
497,moisei,47.6556,24.5401,5.71,94,100,5.1,RO,1707327041
498,puttalam,8.0362,79.8283,23.48,82,39,5.71,LK,1707327042
499,vilyuysk,63.7553,121.6247,-36.67,100,92,1.34,RU,1707327043
500,hoemul-li,41.4339,129.67,-4.35,70,4,1.93,KP,1707327043
501,linden,6.0,-58.3,36.32,33,39,2.61,GY,1707327044
502,nadym,65.5333,72.5167,-1.54,93,100,6.68,RU,1707327045
503,mount isa,-20.7333,139.5,27.87,42,92,5.66,AU,1707327046
504,santander,43.4647,-3.8044,16.62,55,20,5.66,ES,1707326859
505,conceicao do araguaia,-8.2578,-49.2647,33.71,49,54,1.2,BR,1707327047
506,nampa,43.5407,-116.5635,7.12,76,0,5.66,US,1707326920
507,tynda,55.1667,124.7167,-25.11,99,86,1.3,RU,1707327049
508,boundiali,9.5217,-6.4869,33.48,12,3,2.88,CI,1707327050
509,newnham,-41.3833,147.1333,11.53,87,32,0.0,AU,1707327050
510,gokwe,-18.2048,28.9349,20.36,69,98,1.05,ZW,1707327051
511,vavuniya,8.7514,80.4971,20.69,93,21,1.2,LK,1707327022
512,san antonio de pale,-1.4014,5.6325,28.62,72,46,2.33,GQ,1707327052
513,kambove,-10.8764,26.5969,17.04,97,77,1.41,CD,1707327053
514,ta`u,-14.2336,-169.5144,28.38,83,100,10.79,AS,1707327054
515,aykhal,66.0,111.5,-29.94,100,46,1.33,RU,1707327055
516,port douglas,-16.4833,145.4667,26.39,80,94,1.36,AU,1707327055
517,mar del plata,-38.0023,-57.5575,28.01,76,0,4.63,AR,1707326895
518,gumel,12.6279,9.3912,24.29,15,98,4.42,NG,1707327057
519,umm kaddadah,13.6017,26.6876,19.24,18,55,5.58,SD,1707327057
520,ephrata,40.1798,-76.1788,7.79,54,0,1.79,US,1707326972
521,itoman,26.1247,127.6694,17.43,94,100,8.23,JP,1707327059
522,gadzhiyevo,69.2551,33.3362,-24.54,100,94,3.06,RU,1707327060
523,porto murtinho,-21.6989,-57.8825,33.55,50,100,1.73,BR,1707327061
524,kulhudhuffushi,6.6221,73.07,27.29,71,6,2.76,MV,1707327061
525,coaldale,49.7167,-112.6185,-6.18,93,100,2.06,CA,1707327062
526,thaba-tseka,-29.522,28.6084,18.36,43,55,4.32,LS,1707327063
527,rabaul,-4.1967,152.1721,26.58,83,100,4.07,PG,1707327064
528,tambacounda,13.7539,-13.7586,39.03,12,0,3.09,SN,1707327064
529,karratha,-20.7377,116.8463,29.33,51,80,3.63,AU,1707327065
530,myeik,12.4333,98.6,23.64,68,0,1.88,MM,1707327066
531,och'amch'ire,42.7123,41.4686,9.92,70,100,2.87,GE,1707327067
532,antalaha,-14.9003,50.2788,25.14,91,83,1.11,MG,1707327068
533,fortuna,40.5982,-124.1573,7.59,96,100,1.79,US,1707327069
534,yeniseysk,58.4497,92.1703,-18.92,100,85,0.89,RU,1707327069
535,grants pass,42.439,-123.3284,4.87,93,100,2.57,US,1707327022
536,nuuk,64.1835,-51.7216,-2.66,86,100,29.84,GL,1707327071
537,balikpapan,-1.2675,116.8289,24.52,91,100,0.81,ID,1707327072
538,cabedelo,-6.9811,-34.8339,32.37,67,76,5.19,BR,1707327072
539,sosnovo-ozerskoye,52.5249,111.5418,-21.5,100,97,1.96,RU,1707327073
540,pauini,-7.7136,-66.9764,28.73,78,89,1.39,BR,1707327074
541,novodvinsk,64.4165,40.8122,-24.01,100,42,1.28,RU,1707327075
542,inhambane,-23.865,35.3833,26.99,78,20,3.09,MZ,1707327075
543,zhalantun,48.0,122.7167,-19.3,89,5,3.41,CN,1707327076
544,muroto-misakicho,33.2833,134.15,8.65,76,99,7.03,JP,1707327077
545,beloyarskiy,63.7119,66.6722,0.0,95,99,3.58,RU,1707327078
546,kapa'a,22.0752,-159.319,23.18,74,100,7.72,US,1707327079
547,sinjar,36.3209,41.8754,11.42,73,75,1.3,IQ,1707327079
548,nueva gerona,21.8833,-82.8,21.84,50,0,5.79,CU,1707327080
549,firuzabad,28.8438,52.5707,7.14,57,0,0.78,IR,1707327082
550,arkhangel'sk,64.5401,40.5433,-23.82,75,20,0.0,RU,1707327082
551,jianguang,28.1938,115.7836,2.49,98,100,2.06,CN,1707327083
552,khonsa,27.0167,95.5667,9.47,87,48,1.29,IN,1707327084
553,ipojuca,-8.3989,-35.0639,31.95,57,85,4.85,BR,1707327085
554,yuzhno-kurilsk,44.0306,145.8556,-8.68,86,38,1.75,RU,1707327086
555,burutu,5.3509,5.5076,28.41,54,13,4.46,NG,1707327087
556,aoulef,26.9667,1.0833,20.5,13,30,2.33,DZ,1707327088
557,gumdag,39.2061,54.5906,9.87,48,24,1.47,TM,1707327089
558,guiuan,11.0333,125.7247,26.86,78,79,5.65,PH,1707326840
559,hilo,19.7297,-155.09,20.34,92,75,3.6,US,1707326974
560,la passe,45.5549,-0.8967,11.13,92,100,9.74,FR,1707327092
561,ha'il,27.5219,41.6907,14.01,28,0,2.06,SA,1707327093
562,dzhetygara,52.1908,61.2006,-8.69,88,100,10.22,KZ,1707327094
563,nizhneudinsk,54.9076,99.0276,-17.82,97,64,1.07,RU,1707327095
564,mukalla,14.5425,49.1242,23.77,72,2,3.09,YE,1707327096
565,gaalkacyo,6.7697,47.4308,25.39,61,28,8.74,SO,1707327097
566,ilhabela,-23.7781,-45.3581,27.42,76,95,2.22,BR,1707327097
567,mazagao,-0.115,-51.2894,33.03,54,69,3.7,BR,1707327098
568,bontang,0.1333,117.5,25.3,88,100,0.86,ID,1707327099
569,mili,6.0815,171.735,27.77,74,93,10.37,MH,1707327100
